id,compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender_new,weight_change_percent,weight_change_significance,ITP,pubmed_id,notes,last_modified
380,Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,15.2,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
379,Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-3.0,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
378,Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,-7.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
377,Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,-3.7,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
376,Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
375,Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-7.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
374,Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-7.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
373,Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
372,Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,6.9,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
371,Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
370,Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,-3.7,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
369,Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
368,Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
367,Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
366,Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,-5.6,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
365,Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,2.8,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
364,Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,6.9,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
363,Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,-2.8,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
362,Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-2.8,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
361,Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,-5.6,S,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
360,Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,0.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
359,Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,-5.6,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
358,Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-2.8,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
357,Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-2.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
356,Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,2.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
355,Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-2.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
354,Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,0.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
353,Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,8.2,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
352,Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,0.0,NS,,NA,Male,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
351,Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
350,Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,4.5,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
349,Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-4.5,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
348,Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,9.1,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
347,Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-4.5,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
346,Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,0.0,NS,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
345,Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,4.5,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
344,Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-8.3,NS,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
343,Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,-6.8,NS,,NA,Female,,NA,No,17875315,Mating. Maize/sugar/yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
342,Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,2.8,NS,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
341,Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,-2.8,NS,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
340,Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-13.9,S,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
339,Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,2.8,NS,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
338,Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-8.3,S,,NA,Male,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
337,Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
336,Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
335,Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-15.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
333,Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-7.7,S,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
332,Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
331,Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
330,Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Mating. 15% sugar/Baker's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
329,Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
328,Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,0.0,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
326,Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
325,Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-3.4,S,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
324,Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
323,Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-3.4,NS,,NA,Female,,NA,No,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,2024-06-17 08:57:14
322,Resveratrol,Caenorhabditis elegans,N2,100 µM,,,3.4,NS,,NA,Unknown,,NA,No,17875315,,2024-06-17 08:57:14
321,Resveratrol,Caenorhabditis elegans,N2,100 µM,,,7.5,S,,NA,Unknown,,NA,No,17875315,,2024-06-17 08:57:14
320,Resveratrol,Caenorhabditis elegans,N2,100 µM,,,8.1,NS,,NA,Unknown,,NA,No,17875315,,2024-06-17 08:57:14
319,Resveratrol,Caenorhabditis elegans,N2,100 µM,,,7.4,S,,NA,Unknown,,NA,No,17875315,Treatment did not reach statistically significant according to the Log Rank Chi-Square test.,2024-06-17 08:57:14
317,Nicotinamide riboside,Saccharomyces cerevisiae,BY4741,10 µM,,,20.0,NS,,NA,Unknown,,NA,No,17482543,Replicative lifespan assay. No statistical analysis for significance was reported.,2024-06-17 08:57:14
316,Green tea extract,Drosophila melanogaster,Oregon-R-C,1 mg/ml,,,5.9,S,5.3,NA,Unknown,,NA,No,17440995,No statistical analysis for significance was reported regarding the maximum lifespan change.,2024-06-17 08:57:14
315,Green tea extract,Drosophila melanogaster,Oregon-R-C,10 mg/ml,,,15.7,S,5.3,NA,Unknown,,NA,No,17440995,No statistical analysis for significance was reported regarding the maximum lifespan change.,2024-06-17 08:57:14
314,Resveratrol,Caenorhabditis elegans,N2,50 µM,,,50.8,S,29.2,NA,Unknown,,NA,No,17460219,,2024-06-17 08:57:14
313,Green tea extract,Drosophila melanogaster,Oregon-R-C,5 mg/ml,,,7.8,S,5.3,NA,Unknown,,NA,No,17440995,No statistical analysis for significance was reported regarding the maximum lifespan change.,2024-06-17 08:57:14
312,4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,,,16.6,S,28.0,NA,Unknown,,NA,No,17360327,,2024-06-17 08:57:14
311,4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,,,0.0,S,2.6,NA,Unknown,,NA,No,17360327,,2024-06-17 08:57:14
309,Vitamin E,Drosophila melanogaster,Canton S,100 µg/ml,,,2.0,S,,NA,Female,,NA,No,17169403,"Treatment failed at dosages of 20µg/ml and 200µg/ml. It did not work on males, on Caenorhabditis elegans, and on Anastrepha ludens (see the same paper). It also reduced replicative lifespan in yeast (PMID: 20403425).",2024-06-17 08:57:14
308,Vitamin E,Caenorhabditis elegans,N2,20 µg/mL,,,16.6,S,0.0,NA,Unknown,,NA,No,17169403,,2024-06-17 08:57:14
307,Pregnenolone,Caenorhabditis elegans,N2,60 µg/mL,,,20.0,S,,NA,Unknown,,NA,No,17266678,,2024-06-17 08:57:14
306,Vitamin E,Caenorhabditis elegans,N2,200 µg/mL,,,20.6,S,0.0,NA,Unknown,,NA,No,17169403,,2024-06-17 08:57:14
305,Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,25 µM,,,4.8,NS,4.8,NA,Unknown,,NA,No,17156833,,2024-06-17 08:57:14
304,Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),200 µg/ml,,,21.0,S,,NA,Unknown,,NA,No,17169403,Failed to extend lifespan in Drosophila melanogaster (see same paper and PMID:18245758).,2024-06-17 08:57:14
303,Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),20 µg/ml,,,17.0,S,,NA,Unknown,,NA,No,17169403,Failed to extend lifespan in Drosophila melanogaster (see same paper).,2024-06-17 08:57:14
302,Alpha-lipoic acid,Caenorhabditis elegans,N2,24 µM,,,24.2,S,14.3,NA,Unknown,,NA,No,17156833,,2024-06-17 08:57:14
301,Resveratrol,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,33.9,S,,NA,Unknown,,NA,No,17156081,Replicative lifespan assay.,2024-06-17 08:57:14
300,Ginkgo biloba extract,Caenorhabditis elegans,N2,100 µg/ml,,,8.0,NA,,NA,Unknown,,NA,No,16872777,Composition: ginko-flavone glycosides (24%) and terpenoids (6%).,2024-06-17 08:57:14
299,Resveratrol,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,41.6,S,,NA,Unknown,,NA,No,17156081,Replicative lifespan assay.,2024-06-17 08:57:14
298,"3,5-dihydroxy-4'-ethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,51.5,S,,NA,Unknown,,NA,No,17156081,Replicative lifespan assay.,2024-06-17 08:57:14
297,"3,5-dihydroxy-4'-thiomethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,22.7,S,,NA,Unknown,,NA,No,17156081,Replicative lifespan assay.,2024-06-17 08:57:14
296,Tocotrienol,Caenorhabditis elegans,N2,NA,,,20.0,NA,,NA,Unknown,,NA,No,16872777,"Composition: alpha-tocopherol, 22%; alpha-tocotrienol, 24%; gamma-tocotrienol, 37%; delta-tocotrienol, 12%.",2024-06-17 08:57:14
295,"3,5-dihydroxy-4'-acetoxy-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,68.2,S,,NA,Unknown,,NA,No,17156081,Replicative lifespan assay.,2024-06-17 08:57:14
294,L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,,,6.7,S,,NA,Female,,NA,No,16463106,It failed to work on PMID: 9263197 and 9564632.,2024-06-17 08:57:14
293,Tamarixetin,Caenorhabditis elegans,,NA,,,28.0,NA,,NA,Unknown,,NA,No,16872777,,2024-06-17 08:57:14
292,L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,,,8.1,S,,NA,Male,,NA,No,16463106,It failed to work on PMID: 9263197 and 9564632.,2024-06-17 08:57:14
291,Resveratrol,Nothobranchius furzeri,Gonarezhou,600 µg/g food,,,56.0,S,59.0,NA,Unknown,,NA,No,16461283,,2024-06-17 08:57:14
290,Ampicillin,Caenorhabditis elegans,fem-1(hc17),100 µg/ml,,,34.0,S,,NA,Unknown,,NA,No,16441844,"Extra longetivity could be due to antimicrobial effects, and not anti-aging effects per se.",2024-06-17 08:57:14
289,Vaccinium angustifolium extract,Caenorhabditis elegans,fem-1(hc17),1.5 mg/mL,,,37.0,S,,NA,Unknown,,NA,No,16441844,,2024-06-17 08:57:14
288,Resveratrol,Caenorhabditis elegans,N2,0.1 mM,,,9.3,S,,NA,Unknown,,NA,No,16256736,,2024-06-17 08:57:14
287,Dauer-inducing Pheromone,Caenorhabditis elegans,N2,10% in food,,,26.7,NA,,NA,Unknown,,NA,No,16377915,,2024-06-17 08:57:14
286,"2,4-dinitrophenol",Drosophila melanogaster,Oregon R,0.008,,,20.2,NA,0.0,NA,Unknown,,NA,No,16266268,,2024-06-17 08:57:14
285,Dauer-inducing Pheromone,Caenorhabditis elegans,N2,5% in food,,,13.3,NA,,NA,Unknown,,NA,No,16377915,,2024-06-17 08:57:14
284,Resveratrol,Caenorhabditis elegans,N2,1 mM,,,17.8,S,,NA,Unknown,,NA,No,16256736,,2024-06-17 08:57:14
283,Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,47.0,S,57.0,NA,Unknown,,NA,No,15653505,"Lifespan assay conducted at 20 degrees celsius, using live E. coli as the food source.",2024-06-17 08:57:14
281,Resveratrol,Caenorhabditis elegans,N2,0.5 mM,,,14.0,S,,NA,Unknown,,NA,No,16256736,,2024-06-17 08:57:14
280,Resveratrol,Saccharomyces cerevisiae,W303R,100 mg/ml,,,0.0,NS,,NA,Unknown,,NA,No,15684413,Replicative lifespan assay.,2024-06-17 08:57:14
279,Trichostatin A,Drosophila melanogaster,Canton S,10 µmol/L,,,15.6,NA,,NA,Female,,NA,No,15695762,A long-lived iso-female line was selected and used. The compound failed to extend maximum lifespan.,2024-06-17 08:57:14
278,Resveratrol,Saccharomyces cerevisiae,PSY316,100 mg/ml,,,0.0,NS,,NA,Unknown,,NA,No,15684413,Replicative lifespan assay.,2024-06-17 08:57:14
277,Resveratrol,Saccharomyces cerevisiae,BY4741,100 mg/ml,,,0.0,NS,,NA,Unknown,,NA,No,15684413,Replicative lifespan assay.,2024-06-17 08:57:14
276,Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,41.0,S,23.0,NA,Unknown,,NA,No,15653505,"Lifespan assay conducted at 20 degrees celsius, using UV-killed OP50 as the food source.",2024-06-17 08:57:14
275,Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,39.0,S,33.0,NA,Unknown,,NA,No,15653505,"Lifespan assay conducted at 20 degrees celsius, using live B. subtilis as the food source.",2024-06-17 08:57:14
274,Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,-7.0,NS,-10.0,NA,Unknown,,NA,No,15653505,"Lifespan assay conducted at 20 degrees celsius, using live E. coli as the food source. Treatment applied from fertilization to L4 stage.",2024-06-17 08:57:14
273,Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,24.0,S,29.0,NA,Unknown,,NA,No,15653505,"Lifespan assay conducted at 20 degrees celsius, using live E. coli as the food source. Treatment applied from L4 stage to death.",2024-06-17 08:57:14
272,Ethosuximide,Caenorhabditis elegans,N2,2 mg/ml,,,13.0,S,24.0,NA,Unknown,,NA,No,15653505,Lifespan assay conducted at 20 degrees celsius. The food source used was live E. coli.,2024-06-17 08:57:14
269,Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,17.0,S,22.0,NA,Unknown,,NA,No,15653505,Lifespan assay conducted at 20 degrees celsius. THe food source used was live E. coli.,2024-06-17 08:57:14
268,Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,14.0,S,-2.0,NA,Unknown,,NA,No,15653505,Lifespan assay conducted at 20 degrees celsius. THe food source used was UV-killed OP50. Maximum lifespan change did not reach statistical significance.,2024-06-17 08:57:14
266,Galactose,Drosophila melanogaster,,6.50%,,,-15.9,S,-17.1,NA,Female,,NA,No,15547319,,2024-06-17 08:57:14
265,Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,35.0,S,37.0,NA,Unknown,,NA,No,15653505,Lifespan assay conducted at 15 degrees celsius. It is reported that at 20 degrees celsius the average lifespan extension is 17%.,2024-06-17 08:57:14
264,"3,3-diethyl-2-pyrrolidinone",Caenorhabditis elegans,N2,2 mg/ml,,,31.0,S,49.0,NA,Unknown,,NA,No,15653505,,2024-06-17 08:57:14
263,Galactose,Musca domestica,,20 mg/ml,,,-19.8,S,-21.9,NA,Female,,NA,No,15547319,,2024-06-17 08:57:14
262,Aurintricarboxylic acid,Drosophila melanogaster,Oregon R,0.5 mM,,,15.0,NA,0.0,NA,Male,,NA,No,15621204,,2024-06-17 08:57:14
261,Galactose,Drosophila melanogaster,,6.50%,,,-12.6,S,-12.9,NA,Male,,NA,No,15547319,,2024-06-17 08:57:14
260,"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,,,16.4,S,,NA,Unknown,,NA,No,15374519,Treatment applied exclusively in the pre-reproductive period. The compound fails to work when applied only in the reproductive or post-reproductive periods.,2024-06-17 08:57:14
259,Galactose,Musca domestica,,20 mg/ml,,,-27.1,S,-27.1,NA,Male,,NA,No,15547319,,2024-06-17 08:57:14
258,Vitamin E,Asplanchna brightwelli,clone 4B61,3 mM,,,24.5,S,,NA,Unknown,,NA,No,15374519,Treatment applied exclusively in the pre-reproductive period. It did not work if applied exclusively in the reproductive or post-reproductive periods.,2024-06-17 08:57:14
257,Vitamin E,Asplanchna brightwelli,clone 4B61,3 mM,,,16.4,S,6.7,NA,Unknown,,NA,No,15374519,,2024-06-17 08:57:14
256,Trichostatin A,Drosophila melanogaster,Canton S, 10 µM,,,27.3,S,37.9,NA,Female,,NA,No,15346199,,2024-06-17 08:57:14
255,Alpha-lipoic acid,Drosophila melanogaster,Canton S,0.01%,,,12.0,NA,5.0,NA,Female,,NA,No,15328413,,2024-06-17 08:57:14
254,"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,,,10.0,S,0.0,NA,Unknown,,NA,No,15374519,,2024-06-17 08:57:14
253,Trichostatin A,Drosophila melanogaster,Canton S, 10 µM,,,23.3,S,37.0,NA,Male,,NA,No,15346199,,2024-06-17 08:57:14
252,Resveratrol,Drosophila melanogaster,Canton S,100 µm,,,20.0,S,,NA,Female,,NA,No,15254550,,2024-06-17 08:57:14
251,Resveratrol,Drosophila melanogaster,Canton S,100 µm,,,16.0,S,,NA,Male,,NA,No,15254550,,2024-06-17 08:57:14
250,Resveratrol,Caenorhabditis elegans,N2,100 µm,,,10.0,S,,NA,Unknown,,NA,No,15254550,,2024-06-17 08:57:14
249,Fisetin,Drosophila melanogaster,Canton S,100 µm,,,23.0,S,,NA,Unknown,,NA,No,15254550,,2024-06-17 08:57:14
246,Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,,,9.0,S,,NA,Unknown,,NA,No,14706236,Lifespan assays conducted at 20 degrees celsius.,2024-06-17 08:57:14
245,Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,,,18.0,S,,NA,Unknown,,NA,No,14706236,Lifespan assay conducted at 20 degrees celsius.,2024-06-17 08:57:14
244,Vitamin E,Caenorhabditis elegans,N2,400 µg/ml,,,11.0,S,,NA,Unknown,,NA,No,14706236,Lifespan assay conducted at 25 degrees celsius.,2024-06-17 08:57:14
243,Coenzyme Q10,Caenorhabditis elegans,N2,50 µg/ml,,,6.0,S,,NA,Unknown,,NA,No,14706236,Lifespan assay conducted at 20 degrees celsius.,2024-06-17 08:57:14
241,Buformin,Rattus norvegicus,LIO,5 mg/day,,,7.0,S,5.5,NA,Female,,NA,No,14618027,Mean lifespan of the last 10% survivors increased by 12% (see reference for detailed information).,2024-06-17 08:57:14
239,Resveratrol,Saccharomyces cerevisiae,PSY316AT MATα,10 µM,,,70.0,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
238,Resveratrol,Saccharomyces cerevisiae,PSY316AT MATα,500 µM,,,39.5,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
237,Resveratrol,Saccharomyces cerevisiae,PSY316AT MATα,100 µM,,,40.0,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
236,Fisetin,Saccharomyces cerevisiae,PSY316AT MATα,10 µM,,,55.0,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
235,Resveratrol,Saccharomyces cerevisiae,PSY316AT MATα,10 µM,,,60.7,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
234,EUK-8,Caenorhabditis elegans,N2,0.05 mM,,,3.0,NS,,NA,Unknown,,NA,No,12521609,Lifespan assay conducted on liquid medium. EUK-8 treatment has been reported to shorten life-span in the house fly at concetrations greater than 0.5 mM (PMID:12031907).,2024-06-17 08:57:14
233,Butein,Saccharomyces cerevisiae,PSY316AT MATα,10 µM,,,31.0,S,,NA,Unknown,,NA,No,12939617,,2024-06-17 08:57:14
231,EUK-8,Caenorhabditis elegans,N2,0.05 mM,,,-0.9,NS,,NA,Unknown,,NA,No,12521609,Lifespan assay conducted on liquid medium. EUK-8 treatment has been reported to shorten life-span in the house fly at concetrations greater than 0.5 mM (PMID:12031907).,2024-06-17 08:57:14
230,EUK-8,Caenorhabditis elegans,N2,0.05 mM,,,-5.7,NS,,NA,Unknown,,NA,No,12521609,Lifespan assay conducted on axenic medium. EUK-8 treatment has been reported to shorten life-span in the house fly at concetrations greater than 0.5 mM (PMID:12031907).,2024-06-17 08:57:14
229,Carnosine,Drosophila melanogaster,D-32,200 mg/l,,,,NS,,NA,Female,,NA,No,12447464,,2024-06-17 08:57:14
